TIPO_ID;ID;COD_CIIU;SECTOR_CIIU;MACROSECTOR;COLOR_SECTOR;OFICINA_ASIGNACION;UBICACION;FECHA_REVISION_PC;FAMILIA;SINO_ROTATIVA;MONEDA; FAMILIA_APROBADO ; FAMILIA_UTILIZADO ; DISPONIBLE ; SALDO_CAPITAL ; VENTAS 2020 ; VENTAS 2021 ;NIVEL DE CONFIANZA;CALIFICACIÓN_DE RIESG;CLAS_EMPRESA
N;748;8610;SERVICIOS DE SALUD;SERVICIOS;Verde;1211;Palmira;31/01/2023;OP.PLAZO;NO;COP; $ 99.165.000 ; $ 595.365.756 ; $ - ; $ 49.551.607 ; $ 55.340.122 ; $ 160.338.930 ;ALTO;5,48;CORPORATIVO
N;749;4921;TRANSPORTE CARGA;TRANSPORTE;Verde;1747;Bucaramanga;31/12/2022;OP.PLAZO;SI;COP; $ 4.100.000.000 ; $ - ; $ 4.100.000.000 ; $ - ; $ 4.460.393.168 ; $ 11.231.526.445 ;ALTO;5,00;CORPORATIVO
N;751;7730;INVESTIGACION DE MERCADOS;OTROS;Amarillo;1327;Bogota, D.C.;28/02/2023;OP.PLAZO;NO;COP; $ 399.607.000 ; $ 500.000.000 ; $ - ; $ 399.606.644 ; $ 11.241.746 ; $ 21.641.400 ;ALTO;4,70;CORPORATIVO
N;752;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1301;Bogota, D.C.;30/09/2018;CAPITAL_TRABAJO;SI;COP; $ 50.000.000 ; $ 23.000.000 ; $ 27.000.000 ; $ 18.895.706 ; $ 87.332.841 ; $ 143.635.460 ;ALTO;5,45;CORPORATIVO
C;753;4771;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;143;Bogota, D.C.;31/08/2018;OP.PLAZO;SI;COP; $ 10.000.000 ; $ 7.501.688 ; $ - ; $ 7.501.688 ; $ 19.657.003 ; $ 8.487.390 ;MEDIO;2,20;CORPORATIVO
N;754;4711;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1594;Bogota, D.C.;31/08/2018;OP.PLAZO;NO;COP; $ 370.000.000 ; $ 370.194.205 ;-$ 194.205 ;; $ 39.486.523 ; $ 41.460.849 ;BAJO;1,27;CORPORATIVO
C;755;4653;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;296;Girardot;31/10/2018;CAPITAL_TRABAJO;SI;COP; $ 50.100.000 ; $ 42.450.000 ; $ 7.650.000 ; $ 1.007.089 ; $ 19.392.706 ; $ 31.790.000 ;ALTO;2,66;CORPORATIVO
C;756;4724;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;548;Villanueva;30/11/2018;CAPITAL_TRABAJO;SI;COP; $ 1.000.000 ; $ 23.000.000 ;-$ 22.000.000 ; $ - ; $ 5.470.380 ; $ 8.311.450 ;ALTO;3,82;CORPORATIVO
C;757;4723;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;132;Bogota, D.C.;30/11/2018;OP.PLAZO;SI;COP; $ 50.000.000 ; $ - ; $ 50.000.000 ;; $ 324.657.311 ; $ 340.890.177 ;MEDIO;1,31;CORPORATIVO
C;758;1084;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;428;Manizales;31/12/2018;OP.PLAZO;NO;COP; $ 20.581.000 ; $ 43.948.360 ;-$ 23.367.360 ; $ 33.513.079 ; $ 53.919.700 ; $ 44.439.112 ;ALTO;4,46;CORPORATIVO
N;759;5511;HOTELERIA;INDUSTRIA;Rojo;676;Paipa;28/02/2019;CAPITAL_TRABAJO;SI;COP; $ 10.000.000 ; $ 10.000.000 ; $ - ; $ - ; $ 13.882.000 ; $ 63.580.679 ;ALTO;4,71;CORPORATIVO
N;760;5511;HOTELERIA;INDUSTRIA;Rojo;676;Paipa;28/02/2019;OP.PLAZO;NO;COP; $ - ; $ 20.000.000 ; $ - ;; $ 13.882.000 ; $ 63.580.679 ;ALTO;4,71;CORPORATIVO
C;761;5511;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;845;Armenia;31/12/2018;CAPITAL_TRABAJO;SI;COP; $ 35.000.000 ; $ 30.450.000 ; $ 4.550.000 ; $ 28.059.549 ; $ 23.650.900 ; $ 249.833.009 ;ALTO;4,34;CORPORATIVO
C;762;4711;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;338;Neiva;30/11/2018;OP.PLAZO;NO;COP; $ 50.000.000 ; $ 50.000.000 ; $ - ; $ 10.610.228 ; $ 1.019.150 ; $ 3.092.750 ;MEDIO;1,30;CORPORATIVO
N;763;7911;AGENCIAS DE VIAJES;OTROS;Rojo;141;Pereira;28/02/2019;OP.PLAZO;NO;COP; $ - ; $ 5.087.956 ; $ - ;; $ 28.444.048 ; $ 32.762.685 ;ALTO;4,31;CORPORATIVO
C;764;4773;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;442;Neiva;31/05/2019;CAPITAL_TRABAJO;SI;COP; $ 800.000 ; $ - ; $ 800.000 ;; $ 28.432.300 ; $ 36.011.004 ;ALTO;5,04;CORPORATIVO
C;765;1081;HOTELERIA;INDUSTRIA;Rojo;616;Tunja;31/03/2019;OP.PLAZO;NO;COP; $ - ; $ - ; $ - ;; $ - ; $ 7.772.500 ;BAJO;1,77;CORPORATIVO
N;766;4751;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;1689;Bogota, D.C.;31/03/2019;CAMPAÑA_COMERCIA;NO;COP; $ 189.390.500 ; $ - ; $ 189.390.500 ;; $ 3.633.540 ; $ 3.815.217 ;BAJO;0,25;CORPORATIVO
N;767;4520;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;468;Pereira;31/03/2019;OP.PLAZO;NO;COP; $ 129.000.000 ; $ - ; $ 129.000.000 ;; $ 68.582.827 ; $ 125.118.489 ;ALTO;5,49;CORPORATIVO
C;768;4719;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;323;Armenia;30/04/2019;OP.PLAZO;NO;COP; $ 35.000.000 ; $ 195.600.000 ; $ - ; $ 54.232.223 ; $ 124.727.424 ; $ 179.872.971 ;ALTO;5,03;CORPORATIVO
N;769;4520;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;488;Cali;31/03/2019;CAMPAÑA_COMERCIA;SI;COP; $ 41.815.704 ; $ - ; $ 41.815.704 ;; $ 217.478.729 ; $ 324.204.994 ;ALTO;4,95;CORPORATIVO
C;770;4751;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;359;Bogota, D.C.;31/05/2019;CAMPAÑA_COMERCIA;NO;COP; $ 19.218.500 ; $ - ; $ 19.218.500 ;; $ 114.071.000 ; $ 156.146.000 ;ALTO;5,19;CORPORATIVO
N;771;4751;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;2019;Medellin;31/05/2019;CAMPAÑA_COMERCIA;SI;COP; $ 75.000.000 ; $ - ; $ 75.000.000 ;; $ 441.627.796 ; $ 855.222.887 ;ALTO;5,19;CORPORATIVO
N;772;9523;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;434;Medellin;31/05/2019;CAMPAÑA_COMERCIA;NO;COP; $ 255.152.000 ; $ - ; $ 255.152.000 ;; $ 53.745.986 ; $ 37.005.465 ;ALTO;4,34;CORPORATIVO
N;773;3240;ARTICULOS VARIOS HOGAR (INCLUYE JUGUETERIA);OTROS;Verde;1176;Soacha;30/06/2019;CAPITAL_TRABAJO;SI;COP; $ 260.000.000 ; $ 20.000.000 ; $ 240.000.000 ; $ 3.446.664 ; $ 151.854.064 ; $ 49.466.901 ;BAJO;1,34;CORPORATIVO
C;774;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;378;Istmina;31/07/2019;OP.PLAZO;SI;COP; $ 130.000.000 ; $ - ;-$ 36.320.646 ;; $ 2.338.102 ; $ 63.949.600 ;ALTO;5,31;CORPORATIVO
N;775;4771;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;486;Cali;31/07/2019;OP.PLAZO;SI;COP; $ 30.000.000 ; $ - ; $ 29.995.142 ;; $ 179.352.010 ; $ 361.634.516 ;ALTO;5,24;CORPORATIVO
N;777;2229;PLASTICOS Y CAUCHO DISTINTO DE LLANTAS (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1938;Bucaramanga;31/07/2019;CAMPAÑA_COMERCIA;NO;COP; $ 170.836.700 ; $ - ; $ 170.836.700 ;; $ 678.299.667 ; $ 836.310.388 ;ALTO;4,81;CORPORATIVO
C;778;5611;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;303;Bogota, D.C.;31/08/2019;CAPITAL_TRABAJO;SI;COP; $ 15.000.000 ; $ 15.650.000 ;-$ 650.000 ; $ 12.889.265 ; $ 39.928.300 ; $ 131.696.392 ;ALTO;3,57;CORPORATIVO
N;779;9329;ENTRETENIMIENTO;OTROS;Rojo;1292;Cota;31/10/2019;OP.PLAZO;NO;COP; $ 29.458.000 ; $ 41.000.000 ; $ - ; $ - ; $ 7.656.000 ; $ 8.038.800 ;BAJO;0,00;CORPORATIVO
C;780;4773;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1689;Bogota, D.C.;30/04/2019;CAMPAÑA_COMERCIA;NO;COP; $ 113.400.000 ; $ - ; $ 113.400.000 ;; $ 45.573.000 ; $ 175.600.650 ;ALTO;5,43;CORPORATIVO
N;781;5611;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;1331;Cali;31/10/2019;OP.PLAZO;NO;COP; $ 16.769.000 ; $ 48.245.898 ; $ - ; $ 1.999.972 ; $ 44.212.410 ; $ 46.423.031 ;BAJO;0,00;CORPORATIVO
C;783;9329;OTROS SERVICIOS;OTROS;Naranja2;41;Bogota, D.C.;30/11/2019;OP.PLAZO;NO;COP; $ 15.299.000 ; $ - ; $ 15.299.000 ;; $ 25.152.000 ; $ 120.298.500 ;ALTO;4,00;CORPORATIVO
N;784;4731;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1879;Bucaramanga;29/02/2020;CAMPAÑA_COMERCIA;SI;COP; $ 4.038.449 ; $ - ; $ 4.038.449 ;; $ 22.126.706 ; $ 18.409.100 ;ALTO;4,64;CORPORATIVO
N;786;9499;OTRAS ORGANIZACIONES;OTROS;Naranja2;469;Piedecuesta;30/09/2019;CAMPAÑA_COMERCIA;SI;COP; $ 4.000.000 ; $ - ; $ 4.000.000 ;; $ 13.367.150 ; $ 11.957.920 ;ALTO;3,43;CORPORATIVO
N;788;1410;CONFECCIONES;OTROS;Naranja1;1661;Bogota, D.C.;31/01/2020;CAPITAL_TRABAJO;SI;COP; $ 15.000.000 ; $ 17.136.144 ;-$ 2.136.144 ; $ 17.136.144 ; $ 167.774.494 ; $ 464.442.403 ;ALTO;5,18;CORPORATIVO
N;789;4741;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;2029;Sincelejo;31/10/2020;OP.PLAZO;SI;COP; $ 150.000.000 ; $ - ; $ 140.000.000 ;; $ 291.090.135 ; $ 6.981.102 ;MEDIO;2,48;CORPORATIVO
N;790;1410;CONFECCIONES;OTROS;Naranja1;2024;Bogota, D.C.;30/09/2020;OP.PLAZO;SI;COP; $ 150.000.000 ; $ - ; $ 150.000.000 ;; $ 248.037.521 ; $ 599.415.420 ;ALTO;5,10;CORPORATIVO
N;791;4620;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1763;Bogota, D.C.;30/11/2020;CAMPAÑA_COMERCIA;NO;COP; $ 138.000.000 ; $ - ; $ 138.000.000 ;; $ 40.656.000 ; $ 52.031.520 ;ALTO;4,74;CORPORATIVO
N;792;8699;SERVICIOS DE SALUD;SERVICIOS;Verde;1590;Bogota, D.C.;30/11/2020;OP.PLAZO;NO;COP; $ 70.000.000 ; $ - ; $ 70.000.000 ;; $ 353.346.919 ; $ 783.706.822 ;ALTO;5,28;CORPORATIVO
C;793;4631;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;45;Bogota, D.C.;31/10/2020;CAPITAL_TRABAJO;SI;COP; $ 115.000.000 ; $ 100.000 ; $ 79.983.015 ; $ - ; $ 1.043.104.446 ; $ 806.610.188 ;ALTO;4,44;CORPORATIVO
C;794;4631;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;45;Bogota, D.C.;31/10/2020;OP.PLAZO;SI;COP; $ 94.712.000 ; $ 91.706.369 ; $ - ; $ 83.027.790 ; $ 1.043.104.446 ; $ 806.610.188 ;ALTO;4,44;CORPORATIVO
C;795;10;OTROS SERVICIOS;OTROS;Naranja2;572;Santa rosa de cabal;31/12/2020;OP.PLAZO;NO;COP; $ 420.000.000 ; $ 420.000.000 ; $ - ; $ - ; $ 155.018.912 ; $ 162.769.858 ;BAJO;0,77;CORPORATIVO
N;796;4751;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;1368;Cali;31/01/2021;OP.PLAZO;SI;COP; $ 180.000.000 ; $ - ; $ 180.000.000 ;; $ 653.912.991 ; $ 908.507.017 ;ALTO;5,20;CORPORATIVO
N;797;8790;SERVICIOS DE SALUD;SERVICIOS;Verde;2022;Bogota, D.C.;28/02/2021;OP.PLAZO;NO;COP; $ 17.000.000 ; $ 14.549.163 ; $ 2.450.837 ;; $ 8.301.750 ; $ 15.999.168 ;ALTO;4,55;CORPORATIVO
N;798;4669;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1323;Bogota, D.C.;30/04/2021;CAPITAL_TRABAJO;SI;COP; $ 95.000.000 ; $ 30.000.000 ; $ 65.000.000 ; $ 15.119.812 ; $ 79.762.815 ; $ 118.098.593 ;ALTO;4,26;CORPORATIVO
N;799;5511;HOTELERIA;INDUSTRIA;Rojo;2056;Bucaramanga;31/07/2021;CAPITAL_TRABAJO;SI;COP; $ 50.000.000 ; $ 50.000.000 ; $ - ; $ 27.173.857 ; $ 60.700.314 ; $ 63.735.330 ;BAJO;0,83;CORPORATIVO
N;800;8544;EDUCACION;EDUCACION;Naranja1;1723;Bogota, D.C.;30/09/2020;OP.PLAZO;NO;COP; $ - ; $ - ; $ - ;; $ 1.920.399.085 ; $ 1.024.580.607 ;ALTO;5,35;CORPORATIVO
N;801;8621;SERVICIOS DE SALUD;SERVICIOS;Verde;1594;Villavicencio;31/07/2021;CAPITAL_TRABAJO;SI;COP; $ 320.000.000 ; $ - ; $ 320.000.000 ;; $ 66.902.301 ; $ 94.080.330 ;ALTO;2,97;CORPORATIVO
C;802;4541;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;2018;Envigado;30/04/2020;OP.PLAZO;SI;COP; $ - ; $ - ; $ - ;; $ 27.538.459 ; $ 41.845.255 ;ALTO;5,40;CORPORATIVO
N;803;4520;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1689;Bogota, D.C.;31/05/2021;CAMPAÑA_COMERCIA;NO;COP; $ 100.000.000 ; $ 78.239.631 ; $ 21.760.369 ; $ 43.455.271 ; $ 2.683.799 ; $ 7.495.798 ;MEDIO;4,27;CORPORATIVO
N;804;4741;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1930;Bogota, D.C.;30/06/2021;CAMPAÑA_COMERCIA;NO;COP; $ 81.113.627 ; $ - ; $ 81.113.627 ;; $ 133.580.145 ; $ 1.167.760.887 ;ALTO;5,41;CORPORATIVO
C;805;111;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1673;Bogota, D.C.;31/05/2021;OP.PLAZO;NO;COP; $ 116.667.000 ; $ 150.000.000 ; $ - ;; $ 373.523.041 ; $ 222.567.799 ;MEDIO;2,86;CORPORATIVO
C;806;90;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1647;Bogota, D.C.;30/06/2021;OP.PLAZO;NO;COP; $ 150.000.000 ; $ - ; $ 150.000.000 ;; $ - ; $ 8.187.600 ;BAJO;1,47;CORPORATIVO
N;807;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;175;San Juan De Pasto;31/07/2021;CAMPAÑA_COMERCIA;NO;COP; $ 52.500.000 ; $ - ; $ 52.500.000 ;; $ 44.386.652 ; $ 24.601.510 ;ALTO;3,43;CORPORATIVO
N;808;4773;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1888;Medellin;30/09/2021;OP.PLAZO;NO;COP; $ 72.909.000 ; $ 72.909.415 ;-$ 415 ; $ 60.928.876 ; $ 74.518.600 ; $ 78.244.530 ;BAJO;1,18;CORPORATIVO
C;809;10;OTROS SERVICIOS;OTROS;Naranja2;230;Palmira;31/01/2021;OP.PLAZO;NO;COP; $ 60.000.000 ; $ 420.000.000 ;-$ 360.000.000 ; $ 358.645.098 ; $ 2.583.000 ; $ 3.567.600 ;MEDIO;2,23;CORPORATIVO
N;810;1521;CALZADO;INDUSTRIA;Naranja2;1590;Bogota, D.C.;31/07/2021;CAPITAL_TRABAJO;SI;COP; $ - ; $ 570.569 ;-$ 570.569 ; $ 570.569 ; $ 300.194.392 ; $ 538.274.935 ;ALTO;4,72;CORPORATIVO
N;811;4669;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1117;Bogota, D.C.;31/07/2021;CAPITAL_TRABAJO;SI;COP; $ 200.000.000 ; $ - ; $ 200.000.000 ;; $ 9.381.341 ; $ 169.448.759 ;MEDIO;3,52;CORPORATIVO
C;812;4542;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;897;Bogota, D.C.;31/12/2020;OP.PLAZO;NO;COP; $ 88.923.000 ; $ 100.000.000 ; $ - ; $ 58.923.142 ; $ 70.779.900 ; $ 91.523.700 ;ALTO;5,41;CORPORATIVO
C;814;4663;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;599;jagua;30/09/2021;CAMPAÑA_COMERCIA;NO;COP; $ 23.595.298 ; $ - ; $ 23.595.298 ;; $ 119.249.570 ; $ 196.694.083 ;ALTO;5,40;CORPORATIVO
N;815;4772;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;2017;Bogota, D.C.;30/09/2021;OP.PLAZO;NO;COP; $ 433.628.000 ; $ 379.923.178 ; $ - ; $ 379.923.178 ; $ 239.389.886 ; $ 384.974.322 ;ALTO;5,47;CORPORATIVO
N;816;5611;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;1288;Cali;28/02/2021;OP.PLAZO;NO;COP; $ - ; $ 865.984.670 ; $ - ;; $ 681.016.606 ; $ 1.774.082.710 ;ALTO;4,91;CORPORATIVO
N;818;4774;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1293;Chia;31/10/2020;CAMPAÑA_COMERCIA;NO;COP; $ 40.000.000 ; $ 24.117.309 ; $ 15.882.691 ; $ 10.055.301 ; $ 419.557.506 ; $ 740.180.826 ;ALTO;5,07;CORPORATIVO
N;819;4773;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1373;Bucaramanga;30/11/2021;CAMPAÑA_COMERCIA;SI;COP; $ 27.291.739 ; $ - ; $ 27.291.739 ;; $ 156.937.897 ; $ 190.949.657 ;ALTO;4,63;CORPORATIVO
N;820;8412;ADMINISTRACION PUBLICA;OTROS;Verde;2036;Amalfi;31/07/2021;OP.PLAZO;NO;COP; $ - ; $ - ; $ - ;; $ 55.775.219 ; $ 68.303.434 ;ALTO;4,03;CORPORATIVO
C;821;811;CERAMICA, LADRILLO Y MARMOLES;INDUSTRIA;Verde;1197;Caicedonia;31/10/2021;OP.PLAZO;NO;COP; $ 14.940.000 ; $ 22.410.324 ; $ - ;; $ 72.638.480 ; $ 9.987.779 ;ALTO;2,86;CORPORATIVO
C;822;4731;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;640;San Francisco De Quibdo;30/11/2021;CAMPAÑA_COMERCIA;NO;COP; $ 150.000.000 ; $ 107.756.702 ; $ 42.243.298 ; $ 70.608.423 ; $ 166.863.443 ; $ 367.412.990 ;ALTO;4,98;CORPORATIVO
C;823;4541;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;201;Florencia;30/11/2021;OP.PLAZO;SI;COP; $ 21.300.000 ; $ 34.550.000 ; $ - ; $ 5.311.244 ; $ 639.547.782 ; $ 1.888.014.701 ;ALTO;5,23;CORPORATIVO
N;824;7490;OTROS SERVICIOS;OTROS;Naranja2;1735;Bogota, D.C.;30/11/2021;CAPITAL_TRABAJO;SI;COP; $ 500.000.000 ; $ 35.000.000 ; $ 465.000.000 ; $ - ; $ 2.574.486.798 ; $ 7.119.102.270 ;ALTO;5,06;CORPORATIVO
N;825;1709;PAPEL Y CARTON;OTROS;Amarillo;1724;Funza;30/06/2021;CAPITAL_TRABAJO;SI;COP; $ 100.000.000 ; $ - ; $ 100.000.000 ;; $ 40.798.246 ; $ 42.838.158 ;BAJO;0,43;CORPORATIVO
N;826;6511;SERVICIOS DE SEGUROS;SERVICIOS;Verde;1758;Bogota, D.C.;31/03/2022;OP. MESA DE DINERO;SI;COP; $ 20.000.000.000 ; $ 20.000.000.000 ; $ - ; $ - ; $ 12.750.940.107 ; $ 14.302.493.459 ;ALTO;5,05;CORPORATIVO
N;829;4645;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1740;Bogota, D.C.;28/02/2022;CAPITAL_TRABAJO;SI;COP; $ 1.000.000.000 ; $ - ; $ 1.000.000.000 ;; $ 27.394.438 ; $ 14.959.720 ;ALTO;3,35;CORPORATIVO
N;830;8621;SERVICIOS DE SALUD;SERVICIOS;Verde;1954;Bogota, D.C.;31/12/2021;CAMPAÑA_COMERCIA;NO;COP; $ 150.000.000 ; $ 150.000.000 ; $ - ; $ 78.571.425 ; $ - ; $ 34.825.876 ;MEDIO;4,33;CORPORATIVO
N;831;4663;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1288;Cali;31/01/2022;CAMPAÑA_COMERCIA;NO;COP; $ 80.000.000 ; $ 80.000.000 ; $ - ; $ 53.333.336 ; $ 350.064.976 ; $ 729.669.859 ;ALTO;4,18;CORPORATIVO
N;833;5221;TRANSPORTE TERRESTRE;TRANSPORTE;Naranja2;2016;Bogota, D.C.;31/01/2022;CAMPAÑA_COMERCIA;NO;COP; $ - ; $ - ; $ - ;; $ 1.032.650 ; $ 18.339.400 ;MEDIO;2,29;CORPORATIVO
N;834;4541;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;1889;Medellin;31/03/2021;OP.PLAZO;NO;COP; $ 110.139.000 ; $ 108.931.884 ; $ 1.207.116 ;; $ 59.665.370 ; $ 31.572.800 ;BAJO;1,02;CORPORATIVO
N;835;2592;SIDERURGIA;OTROS;Naranja1;1340;Envigado;28/02/2022;OP.PLAZO;NO;COP; $ 92.500.000 ; $ 150.000.000 ; $ - ; $ 28.408.605 ; $ 9.951.436 ; $ 36.825.688 ;ALTO;4,95;CORPORATIVO
N;836;4921;TRANSPORTE PASAJEROS;TRANSPORTE;Naranja2;1178;Bogota, D.C.;31/01/2022;CAMPAÑA_COMERCIA;NO;COP; $ 22.489.578 ; $ - ; $ 22.489.578 ;; $ - ; $ 8.700.000 ;BAJO;0,93;CORPORATIVO
N;838;4754;ELECTRODOMESTICOS (PRODUCCION Y COMERCIALIZACION);OTROS;Verde;1886;Itagui;31/03/2021;CAMPAÑA_COMERCIA;SI;COP; $ 27.970.614 ; $ - ; $ 27.970.614 ;; $ 159.882.427 ; $ 261.324.350 ;ALTO;5,44;CORPORATIVO
N;839;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;1034;Bogota, D.C.;31/03/2022;CAMPAÑA_COMERCIA;NO;COP; $ - ; $ - ; $ - ;; $ 446.926.302 ; $ 1.011.901.788 ;ALTO;5,28;CORPORATIVO
C;840;4723;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;190;Calarca;30/06/2021;OP.PLAZO;SI;COP; $ 34.350.000 ; $ 34.350.000 ; $ - ; $ 10.364.023 ; $ 77.005.352 ; $ 20.804.920 ;ALTO;3,12;CORPORATIVO
N;841;4719;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1213;Cali;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ 240.000.000 ; $ - ; $ 89.950.175 ;; $ 29.921.310 ; $ 10.817.650 ;MEDIO;2,92;CORPORATIVO
N;842;7010;SERVICIOS DE APOYO EMPRESARIAL;SERVICIOS;Naranja1;1164;Bogota, D.C.;31/03/2022;OP.PLAZO;NO;COP; $ 75.168.000 ; $ 1.611.535.258 ; $ - ;; $ 200.883.206 ; $ 299.627.391 ;ALTO;4,53;CORPORATIVO
N;843;1313;CONFECCIONES;OTROS;Naranja1;1527;Medellin;31/03/2022;CAMPAÑA_COMERCIA;NO;COP; $ 500.000.000 ; $ 500.000.000 ; $ - ; $ 452.380.948 ; $ 70.883.831 ; $ 12.877.800 ;ALTO;4,11;CORPORATIVO
N;844;1410;CONFECCIONES;OTROS;Naranja1;1288;Cali;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ 55.000.000 ; $ 39.515.290 ; $ 15.484.710 ; $ 36.515.290 ; $ - ; $ 20.985.208 ;MEDIO;3,11;CORPORATIVO
N;846;4690;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1766;Cali;28/02/2022;CAMPAÑA_COMERCIA;SI;COP; $ 243.704.471 ; $ - ; $ 243.704.471 ;; $ 2.112.558.197 ; $ 3.971.524.528 ;ALTO;5,52;CORPORATIVO
N;847;8622;SERVICIOS DE SALUD;SERVICIOS;Verde;1418;Bogota, D.C.;31/03/2022;CAMPAÑA_COMERCIA;SI;COP; $ 34.377.150 ; $ - ; $ 34.377.150 ;; $ 5.257.100 ; $ 8.866.800 ;ALTO;4,47;CORPORATIVO
N;848;8622;SERVICIOS DE SALUD;SERVICIOS;Verde;1418;Bogota, D.C.;31/03/2022;CAMPAÑA_COMERCIA;SI;COP; $ 99.000.000 ; $ 37.499.997 ; $ 61.500.003 ; $ 37.499.997 ; $ 5.257.100 ; $ 8.866.800 ;ALTO;4,47;CORPORATIVO
N;849;4661;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1184;Fusagasuga;30/04/2022;OP.PLAZO;NO;COP; $ 256.735.000 ; $ 276.000.000 ; $ - ; $ 216.426.587 ; $ 378.779.256 ; $ 480.259.069 ;ALTO;5,49;CORPORATIVO
N;850;2219;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;2018;Medellin;31/05/2022;OP.PLAZO;SI;COP; $ 300.000.000 ; $ - ; $ 97.710.214 ;; $ 183.056.984 ; $ 192.209.833 ;BAJO;0,43;CORPORATIVO
N;852;4759;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1158;Bogota, D.C.;30/04/2022;OP.PLAZO;SI;COP; $ 300.000.000 ; $ - ; $ 30.238.000 ;; $ 1.394.213.506 ; $ 2.744.321.136 ;ALTO;5,13;CORPORATIVO
N;853;4631;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;858;Itagui;31/05/2022;CAPITAL_TRABAJO;SI;COP; $ 1.000.000.000 ; $ 800.000.000 ; $ 200.000.000 ; $ 523.148.525 ; $ - ; $ 15.157.725 ;BAJO;1,31;CORPORATIVO
